"El piso es todo reformado , mucha luz , amplio",450 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Double room in Paseig de Gracia,550 €/mes,HABITACIÓ PRIVADA · 5 COMPANYS DE PIS
Habitación Individual Luminosa en Gracia,350 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación exterior y luminosa!,350 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
amplia habitacion en acogedor piso,500 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
habitacion en alquiler,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Convivencia,320 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Atico soleado y luminoso,550 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Very Large Room in City Centre,450 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Habitación doble (Sólo mes FEBRERO),400 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
alquilo una avitacion,320 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación Avenida Madrid,315 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
"Habitación para Pareja en Gracia ""Parc Guell""",600 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitación en piso dúplex con terraza,350 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
buscamos nuevo rommate,390 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación con mucha luz en piso acogedor.,350 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
habitación con gastos incluídos,350 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
habitacion amplia y tranquila,360 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
habitación en piso luminoso en Sant antoni,330 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
OPORTUNIDAD alquilo habitación amplia con cama doble,380 €/mes,HABITACIÓ PRIVADA · 6 COMPANYS DE PIS
habitación exterior junto a metro,350 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
